date,acc,PID
34:36.8,2.56703E+11,U1DD
36:30.9,2.56773E+11,80G0
36:56.2,2.56759E+11,T0LZ
43:49.0,2.56775E+11,U1DD
43:56.1,2.56703E+11,WLIW
44:05.8,2.56771E+11,T0LZ
44:57.5,2.56781E+11,WLIW
45:52.5,2.56701E+11,WLIW
48:36.1,2.56783E+11,U1DD
52:42.9,2.56704E+11,T0LZ
52:57.9,2.56753E+11,80G0
54:49.9,2.56753E+11,U1DD
56:08.7,2.56701E+11,U1DD
56:40.0,2.56753E+11,80G0
58:42.5,2.56777E+11,CPEH
58:48.3,2.56701E+11,WLIW
03:07.1,2.56781E+11,WLIW
05:48.1,2.56774E+11,3USE
11:03.9,2.56781E+11,WLIW
12:21.0,2.56753E+11,U1DD
12:38.5,2.56772E+11,T0LZ
15:01.4,2.56703E+11,T0LZ
17:52.5,2.56755E+11,WLIW
18:10.9,2.56776E+11,80G0
22:59.0,2.56701E+11,WLIW
23:55.5,2.56701E+11,WLIW
24:11.0,2.56781E+11,WLIW
24:17.3,2.56702E+11,80G0
25:24.8,2.56755E+11,WLIW
25:27.3,2.56701E+11,WLIW
26:34.2,2.56704E+11,T0LZ
27:47.9,2.56775E+11,WLIW
31:06.3,2.56775E+11,WLIW
33:49.3,2.56784E+11,3USE
33:50.2,2.56701E+11,WLIW
36:56.8,2.56757E+11,P7R7
37:22.0,2.56786E+11,U1DD
38:12.9,2.56774E+11,3USE
39:04.8,2.56701E+11,WLIW
40:01.8,2.56781E+11,80G0
40:44.7,2.56781E+11,WLIW
40:50.4,2.56701E+11,WLIW
41:27.4,2.56701E+11,WLIW
41:58.2,2.56701E+11,WLIW
42:35.1,2.56783E+11,CPEH
43:37.9,2.56781E+11,WLIW
44:49.3,2.56786E+11,3USE
46:15.6,2.56788E+11,5YR6
46:43.5,2.56786E+11,3USE
47:33.2,2.56701E+11,WLIW
48:07.4,2.56701E+11,WLIW
49:41.6,2.56701E+11,WLIW
50:52.8,2.56784E+11,3USE
51:41.2,2.56701E+11,WLIW
52:01.5,2.567E+11,CPEH
56:25.4,2.56705E+11,PNYC
02:10.9,2.56702E+11,U1DD
02:31.2,2.56772E+11,WLIW
02:39.1,2.56777E+11,WLIW
02:45.9,2.56784E+11,3USE
03:12.5,2.56757E+11,3USE
03:36.3,2.56703E+11,2F3O
04:23.8,2.56775E+11,80G0
04:29.6,2.56702E+11,WLIW
06:04.8,2.56755E+11,49DG
06:41.0,2.56701E+11,WLIW
08:11.0,2.56775E+11,80G0
08:21.3,2.56702E+11,80G0
09:39.3,2.56702E+11,WLIW
11:32.4,2.56702E+11,WLIW
13:12.6,2.56702E+11,WLIW
13:43.0,2.5678E+11,WLIW
14:19.0,2.56702E+11,WLIW
14:21.2,2.56703E+11,WLIW
14:26.9,2.56755E+11,WLIW
14:33.5,2.56786E+11,U1DD
16:19.7,2.56786E+11,3USE
17:08.9,2.56777E+11,3USE
19:04.1,2.56702E+11,WLIW
19:41.5,2.56702E+11,WLIW
20:21.1,2.56775E+11,U1DD
20:32.2,2.56702E+11,WLIW
22:16.7,2.56702E+11,WLIW
23:18.9,2.56702E+11,T0LZ
24:31.4,2.56702E+11,T0LZ
25:38.5,2.56702E+11,WLIW
28:02.5,2.56702E+11,WLIW
28:37.4,2.56702E+11,WLIW
30:14.1,2.56774E+11,80G0
30:33.9,2.56702E+11,WLIW
31:13.8,2.56702E+11,WLIW
31:58.0,2.56794E+11,DJGS
32:07.8,2.56702E+11,WLIW
32:39.0,2.56781E+11,T0LZ
33:34.5,2.56702E+11,80G0
36:01.4,2.56702E+11,WLIW
36:24.6,2.56773E+11,WLIW
36:45.7,2.56702E+11,WLIW
37:24.4,2.56702E+11,WLIW
38:40.0,2.56703E+11,T0LZ
39:31.7,2.56782E+11,U1DD
41:19.4,2.56702E+11,WLIW
43:13.2,2.56782E+11,3USE
43:30.2,2.56706E+11,WLIW
43:47.1,2.56785E+11,WLIW
44:26.7,2.56702E+11,WLIW
44:30.8,2.56703E+11,3USE
44:38.2,2.56703E+11,WLIW
45:20.7,2.56702E+11,WLIW
46:08.7,2.56702E+11,WLIW
47:29.2,2.56702E+11,80G0
48:42.2,2.56702E+11,WLIW
49:24.5,2.56702E+11,WLIW
50:30.9,2.56773E+11,YEPH
51:50.7,2.56702E+11,WLIW
51:55.4,2.56753E+11,2F3O
53:49.5,2.56702E+11,WLIW
54:13.3,2.56703E+11,WLIW
54:25.2,2.56702E+11,80G0
54:35.6,2.56789E+11,U1DD
54:59.9,2.56702E+11,WLIW
55:13.1,2.5676E+11,WLIW
56:04.5,2.56703E+11,WLIW
56:35.2,2.56702E+11,T0LZ
57:39.9,2.56702E+11,80G0
58:25.7,2.56702E+11,WLIW
59:27.2,2.56702E+11,WLIW
59:43.1,2.56783E+11,U1DD
00:08.7,2.56789E+11,T0LZ
00:45.7,2.56702E+11,WLIW
02:22.9,2.56702E+11,80G0
02:52.2,2.56784E+11,3USE
03:12.3,2.56783E+11,T0LZ
03:17.5,2.56702E+11,WLIW
04:32.5,2.56702E+11,WLIW
05:13.6,2.56703E+11,T0LZ
05:42.0,2.56702E+11,WLIW
19:11.9,2.56702E+11,80G0
19:33.8,2.56777E+11,U1DD
19:46.1,2.56703E+11,WLIW
20:33.7,2.56703E+11,WLIW
21:46.1,2.56703E+11,WLIW
21:48.8,2.56777E+11,DJGS
22:40.8,2.56703E+11,WLIW
25:24.0,2.56759E+11,U1DD
26:24.9,2.56703E+11,WLIW
27:05.4,2.56703E+11,U1DD
27:17.4,2.56758E+11,U1DD
30:22.6,2.56758E+11,WLIW
31:32.5,2.56703E+11,WLIW
32:43.1,2.56781E+11,WLIW
32:59.4,2.56701E+11,T0LZ
33:41.5,2.56701E+11,T0LZ
34:53.0,2.56703E+11,WLIW
35:40.8,2.56703E+11,WLIW
36:14.1,2.56777E+11,U1DD
38:09.4,2.56777E+11,5YR6
38:31.5,2.56703E+11,WLIW
38:48.4,2.56707E+11,U1DD
39:05.6,2.56784E+11,3USE
40:56.6,2.56703E+11,T0LZ
41:13.5,2.56703E+11,WLIW
44:26.4,2.56759E+11,T0LZ
44:54.6,2.5678E+11,U1DD
45:09.2,2.56776E+11,WLIW
45:10.6,2.56784E+11,3USE
45:46.6,2.56703E+11,WLIW
46:13.3,2.56703E+11,WLIW
47:23.3,2.5678E+11,WLIW
49:27.5,2.56706E+11,WLIW
49:59.4,2.56788E+11,T0LZ
52:46.5,2.56703E+11,WLIW
53:23.6,2.56782E+11,DJGS
55:39.2,2.56702E+11,U1DD
56:17.4,2.56787E+11,WLIW
56:51.8,2.56702E+11,WLIW
59:53.5,2.56759E+11,WLIW
00:16.6,2.56702E+11,WLIW
00:18.9,2.56754E+11,U1DD
00:33.6,2.56703E+11,WLIW
01:53.8,2.56703E+11,80G0
02:23.2,2.56754E+11,80G0
03:01.0,2.56753E+11,WLIW
04:03.5,2.56703E+11,WLIW
04:05.8,2.56755E+11,U1DD
05:03.8,2.56703E+11,WLIW
05:55.8,2.56755E+11,WLIW
06:00.7,2.56703E+11,WLIW
07:05.2,2.56703E+11,T0LZ
07:12.9,2.56703E+11,WLIW
08:41.3,2.56703E+11,WLIW
10:15.9,2.56789E+11,CPEH
12:18.9,2.56703E+11,WLIW
14:25.7,2.56759E+11,WLIW
17:25.9,2.56702E+11,WLIW
18:12.6,2.56704E+11,80G0
21:55.3,2.56778E+11,WLIW
22:42.6,2.56703E+11,WLIW
23:19.0,2.56703E+11,WLIW
24:54.1,2.56773E+11,T0LZ
25:02.5,2.56703E+11,WLIW
26:00.2,2.56703E+11,WLIW
30:40.7,2.56773E+11,WLIW
30:55.9,2.56703E+11,WLIW
34:53.1,2.56703E+11,WLIW
43:50.0,2.56703E+11,U1DD
44:45.5,2.56786E+11,WLIW
45:42.5,2.56703E+11,WLIW
45:58.8,2.56779E+11,WLIW
47:45.2,2.56706E+11,WLIW
49:50.8,2.56774E+11,Q9SJ
53:36.5,2.56706E+11,CPEH
54:28.1,2.56703E+11,WLIW
58:36.7,2.56774E+11,DJGS
03:06.3,2.56773E+11,WLIW
03:25.7,2.56705E+11,T0LZ
07:15.8,2.56774E+11,Q9SJ
08:04.5,2.56787E+11,80G0
20:51.6,2.56704E+11,80G0
24:04.0,2.56773E+11,WLIW
24:58.5,2.56787E+11,80G0
34:18.8,2.56E+11,U1DD
35:49.0,2.56757E+11,T0LZ
38:29.9,2.56757E+11,WLIW
41:17.5,2.56704E+11,WLIW
41:59.3,2.56774E+11,WLIW
43:11.7,2.56774E+11,T0LZ
48:23.1,2.56E+11,U1DD
51:10.9,2.56755E+11,WLIW
58:38.8,2.56786E+11,DJGS
00:01.8,2.56777E+11,WLIW
02:13.4,2.56777E+11,WLIW
06:44.9,2.56773E+11,WLIW
07:39.5,2.56702E+11,U1DD
09:08.4,2.56702E+11,80G0
09:51.0,2.56782E+11,DJGS
10:04.1,2.56795E+11,DJGS
10:22.9,2.56782E+11,U1DD
10:59.0,2.56702E+11,WLIW
11:26.0,2.56775E+11,DJGS
11:34.5,2.56773E+11,WLIW
11:40.4,2.56771E+11,WLIW
12:01.4,2.56782E+11,DJGS
15:14.2,2.56704E+11,DJGS
16:25.5,2.56775E+11,U1DD
24:07.0,2.567E+11,U1DD
31:41.3,2.56775E+11,80G0
32:01.3,2.56776E+11,DJGS
33:20.3,2.56775E+11,WLIW
38:14.2,2.567E+11,DJGS
46:59.1,2.56783E+11,WLIW
50:41.0,2.56789E+11,DJGS
02:56.7,2.56787E+11,DJGS
03:38.9,2.56787E+11,DJGS
05:52.0,2.56703E+11,0ZFO
06:07.4,2.56781E+11,80G0
09:08.5,2.56772E+11,80G0
11:13.6,2.56752E+11,DJGS
12:35.3,2.56782E+11,U1DD
13:38.7,2.56782E+11,U1DD
16:16.3,2.56703E+11,WLIW
21:28.1,2.56782E+11,WLIW
24:35.6,2.56782E+11,80G0
33:53.7,2.56783E+11,U1DD
37:55.6,2.56783E+11,U1DD
42:26.8,2.56783E+11,DJGS
44:30.7,2.56752E+11,WLIW
48:05.3,2.56754E+11,80G0
10:32.8,2.56705E+11,DJGS
11:15.3,2.56771E+11,U1DD
30:06.0,2.56772E+11,WLIW
44:34.0,2.56793E+11,DJGS
05:51.2,2.56701E+11,5YR6
18:26.0,2.5675E+11,WLIW
22:01.1,2.56772E+11,80G0
31:16.2,2.56705E+11,DJGS
42:45.5,2.56706E+11,WLIW
45:38.3,2.56706E+11,WLIW
53:39.8,2.56755E+11,80G0
54:30.7,2.56701E+11,DJGS
55:52.0,2.56755E+11,WLIW
00:40.7,2.56781E+11,WLIW
02:53.8,2.5678E+11,80G0
03:39.8,2.56781E+11,WLIW
05:26.0,2.5678E+11,8DYO
07:00.1,2.56774E+11,80G0
08:00.8,2.56786E+11,DJGS
25:31.8,2.5678E+11,WLIW
31:00.4,2.56704E+11,DJGS
44:06.0,2.56755E+11,80G0
09:18.0,2.56755E+11,DJGS
09:19.2,2.56E+11,T0LZ
10:22.0,2.56705E+11,DJGS
11:52.6,2.56786E+11,U1DD
14:22.3,2.56786E+11,U1DD
16:48.7,2.56786E+11,U1DD
19:13.2,2.56786E+11,WLIW
20:15.9,2.56786E+11,3USE
32:17.0,2.56756E+11,WLIW
34:49.1,2.56703E+11,WLIW
36:04.3,2.56772E+11,80G0
40:47.9,2.56787E+11,WLIW
43:27.3,2.56752E+11,80G0
44:55.8,2.56781E+11,80G0
45:28.5,2.56787E+11,80G0
46:23.4,2.56753E+11,DJGS
46:40.8,2.56702E+11,U1DD
50:22.1,2.56702E+11,WLIW
51:36.1,2.56702E+11,U1DD
52:18.4,2.56753E+11,WLIW
52:46.8,2.56789E+11,U1DD
53:31.6,2.56702E+11,WLIW
53:33.7,2.56755E+11,80G0
53:55.7,2.56789E+11,WLIW
55:40.2,2.56789E+11,WLIW
02:31.1,2.56788E+11,WLIW
07:13.2,2.56787E+11,WLIW
07:20.1,2.56774E+11,DJGS
10:29.9,2.56759E+11,DJGS
12:58.2,2.56759E+11,DJGS
14:50.6,2.56787E+11,0ZFO
28:31.8,2.56701E+11,U1DD
29:19.0,2.56774E+11,DJGS
30:26.9,2.56701E+11,WLIW
31:09.6,2.56776E+11,80G0
33:47.0,2.56774E+11,DJGS
37:08.1,2.56705E+11,WLIW
47:14.2,2.56783E+11,0ZFO
51:34.8,2.56786E+11,WLIW
51:48.1,2.56792E+11,U1DD
58:26.5,2.56788E+11,U1DD
59:09.9,2.56755E+11,U1DD
59:22.8,2.56789E+11,CPEH
01:02.7,2.56774E+11,3USE
01:18.0,2.56755E+11,DJGS
01:21.8,2.56752E+11,U1DD
01:27.3,2.56771E+11,80G0
01:51.0,2.56788E+11,5YR6
02:08.6,2.56752E+11,U1DD
03:23.0,2.56784E+11,WLIW
04:23.1,2.56783E+11,U1DD
04:38.9,2.56759E+11,80G0
05:40.9,2.56783E+11,DJGS
06:10.1,2.56752E+11,WLIW
17:16.8,2.56703E+11,WLIW
17:51.8,2.56702E+11,U1DD
18:49.8,2.56703E+11,WLIW
20:02.7,2.56702E+11,WLIW
21:17.9,2.56781E+11,WLIW
21:57.1,2.56703E+11,WLIW
25:23.6,2.56704E+11,U1DD
25:45.4,2.56784E+11,80G0
26:46.4,2.56704E+11,WLIW
30:08.3,2.56701E+11,80G0
32:02.2,2.56779E+11,80G0
34:39.0,2.56709E+11,WLIW
36:20.1,2.56703E+11,WLIW
36:31.9,2.567E+11,80G0
38:12.5,2.56703E+11,WLIW
40:01.9,2.56775E+11,U1DD
41:28.2,2.56774E+11,DJGS
41:36.6,2.56705E+11,WLIW
41:51.9,2.56781E+11,U1DD
42:08.6,2.567E+11,DJGS
42:38.2,2.56775E+11,80G0
42:38.4,2.56758E+11,WLIW
42:40.9,2.56782E+11,U1DD
43:36.4,2.5675E+11,U1DD
44:04.5,2.56703E+11,U1DD
45:01.4,2.56781E+11,80G0
45:44.0,2.56703E+11,80G0
47:02.4,2.56774E+11,WLIW
48:43.7,2.56759E+11,U1DD
48:49.8,2.56773E+11,U1DD
48:57.9,2.56774E+11,WLIW
50:03.9,2.56774E+11,WLIW
50:28.0,2.56757E+11,WLIW
51:04.3,2.56781E+11,WLIW
53:21.5,2.56787E+11,T0LZ
53:23.4,2.56773E+11,80G0
54:59.7,2.56754E+11,U1DD
56:04.9,2.56701E+11,Q9SJ
56:12.4,2.56702E+11,WLIW
58:04.6,2.56755E+11,80G0
58:23.1,2.56754E+11,80G0
59:29.1,2.56702E+11,WLIW
00:17.9,2.56777E+11,80G0
02:30.9,2.56774E+11,80G0
04:11.8,2.56779E+11,80G0
04:57.1,2.56702E+11,WLIW
05:51.5,2.56776E+11,U1DD
06:00.8,2.56782E+11,5YR6
07:21.7,2.56776E+11,WLIW
07:23.4,2.56773E+11,U1DD
08:26.8,2.56781E+11,3USE
08:58.8,2.56775E+11,80G0
09:17.6,2.56792E+11,80G0
09:27.2,2.56773E+11,WLIW
09:39.9,2.56776E+11,WLIW
11:55.3,2.56706E+11,U1DD
12:58.5,2.5676E+11,U1DD
14:18.2,2.56706E+11,80G0
15:43.0,2.56701E+11,WLIW
17:05.3,2.5676E+11,DJGS
18:16.5,2.56779E+11,DJGS
20:18.4,2.56776E+11,U1DD
21:48.1,2.56778E+11,5YR6
21:49.0,2.56701E+11,U1DD
21:50.7,2.56702E+11,Q9SJ
22:56.4,2.56778E+11,5YR6
23:34.2,2.56776E+11,80G0
24:47.9,2.56701E+11,WLIW
25:55.7,2.5676E+11,U1DD
26:00.2,2.56755E+11,WLIW
26:47.2,2.56792E+11,80G0
26:52.6,2.56E+11,P4IQ
28:28.3,2.56703E+11,DJGS
28:48.6,2.56706E+11,80G0
29:02.1,2.56755E+11,WLIW
30:28.4,2.56702E+11,WLIW
30:40.6,2.56776E+11,80G0
30:46.0,2.56759E+11,WLIW
30:50.6,2.56755E+11,DJGS
31:22.2,2.56703E+11,T0LZ
33:14.8,2.56779E+11,T0LZ
34:33.8,2.5676E+11,WLIW
36:57.3,2.56E+11,U1DD
37:15.8,2.56753E+11,DJGS
41:06.2,2.56777E+11,WLIW
42:26.3,2.56776E+11,U1DD
43:24.5,2.56784E+11,U1DD
46:03.6,2.56759E+11,80G0
46:29.2,2.56773E+11,WLIW
47:26.0,2.56701E+11,80G0
48:28.7,2.56779E+11,80G0
49:16.3,2.56781E+11,80G0
50:00.4,2.56703E+11,WLIW
50:36.6,2.56703E+11,WLIW
50:57.2,2.567E+11,80G0
52:20.5,2.56791E+11,Q9SJ
55:10.8,2.56703E+11,WLIW
55:13.4,2.56702E+11,DJGS
01:44.2,2.56702E+11,WLIW
03:18.6,2.56783E+11,WLIW
04:58.2,2.56755E+11,WLIW
05:52.3,2.56703E+11,WLIW
06:35.0,2.56753E+11,DJGS
07:20.9,2.56774E+11,WLIW
08:45.9,2.56705E+11,DJGS
12:43.1,2.56788E+11,U1DD
14:24.5,2.56753E+11,WLIW
14:30.8,2.56755E+11,WLIW
17:10.3,2.56776E+11,Q9SJ
19:11.0,2.56703E+11,WLIW
24:32.0,2.56703E+11,WLIW
36:15.0,2.56783E+11,WLIW
37:36.1,2.56787E+11,WLIW
38:51.0,2.56773E+11,U1DD
39:03.0,2.56757E+11,DJGS
43:57.8,2.56703E+11,WLIW
44:45.1,2.56784E+11,3USE
46:07.3,2.56774E+11,3USE
47:29.2,2.56774E+11,U1DD
50:30.0,2.56E+11,U1DD
50:51.1,2.56774E+11,3USE
51:04.9,2.56703E+11,3USE
51:11.3,2.56773E+11,WLIW
51:13.4,2.56703E+11,WLIW
51:32.5,2.56774E+11,WLIW
51:48.7,2.56704E+11,T0LZ
52:50.9,2.56773E+11,U1DD
54:05.4,2.56703E+11,WLIW
56:36.7,2.56783E+11,WLIW
57:18.9,2.56773E+11,DJGS
57:19.9,2.56703E+11,WLIW
59:34.6,2.56787E+11,80G0
59:36.1,2.56789E+11,U1DD
00:43.6,2.56775E+11,80G0
01:53.3,2.56789E+11,T0LZ
02:59.4,2.56703E+11,WLIW
03:39.2,2.56773E+11,80G0
03:52.8,2.56754E+11,U1DD
07:10.3,2.56754E+11,80G0
08:14.3,2.56773E+11,WLIW
09:16.5,2.56783E+11,WLIW
10:30.7,2.56753E+11,WLIW
10:48.1,2.56774E+11,T0LZ
10:50.8,2.56755E+11,U1DD
10:55.3,2.56773E+11,80G0
11:23.1,2.56754E+11,80G0
12:02.5,2.56772E+11,U1DD
13:17.5,2.56774E+11,U1DD
13:58.9,2.56773E+11,U1DD
14:44.7,2.56772E+11,80G0
15:13.5,2.56774E+11,WLIW
15:44.6,2.56773E+11,80G0
15:49.8,2.56753E+11,80G0
16:36.8,2.56703E+11,WLIW
20:34.0,2.56772E+11,U1DD
23:03.4,2.56756E+11,U1DD
23:42.6,2.56703E+11,T0LZ
24:49.8,2.56756E+11,WLIW
25:46.6,2.56772E+11,80G0
28:29.9,2.56774E+11,Q9SJ
30:49.7,2.56703E+11,WLIW
31:14.1,2.56788E+11,T0LZ
31:23.4,2.56774E+11,U1DD
31:36.7,2.56703E+11,WLIW
32:33.2,2.56785E+11,5YR6
32:39.2,2.56701E+11,U1DD
33:18.3,2.56757E+11,WLIW
36:53.3,2.56751E+11,Q9SJ
37:16.9,2.56786E+11,U1DD
38:37.1,2.56701E+11,80G0
38:57.4,2.56786E+11,WLIW
40:11.2,2.56775E+11,WLIW
40:58.0,2.56774E+11,80G0
41:56.8,2.56773E+11,80G0
43:42.2,2.56751E+11,0ZFO
44:28.1,2.56703E+11,WLIW
46:53.7,2.56755E+11,U1DD
50:08.7,2.56773E+11,DJGS
50:47.5,2.56774E+11,DJGS
53:26.5,2.56758E+11,U1DD
53:37.9,2.56787E+11,U1DD
55:03.6,2.56773E+11,80G0
56:46.7,2.56773E+11,WLIW
57:41.3,2.56787E+11,80G0
59:31.7,2.56778E+11,U1DD
01:24.6,2.56758E+11,80G0
02:33.9,2.56758E+11,WLIW
04:02.9,2.56778E+11,DJGS
05:54.3,2.56772E+11,DJGS
10:21.2,2.56775E+11,WLIW
11:12.1,2.56752E+11,U1DD
16:48.9,2.56776E+11,80G0
19:03.7,2.56787E+11,U1DD
19:48.4,2.56789E+11,DJGS
24:27.6,2.56773E+11,Q9SJ
26:30.7,2.56787E+11,U1DD
27:09.3,2.56703E+11,WLIW
28:22.3,2.56703E+11,WLIW
31:53.5,2.56781E+11,3USE
33:37.9,2.56755E+11,WLIW
36:11.7,2.5675E+11,49DG
36:57.9,2.56787E+11,80G0
37:48.4,2.56703E+11,WLIW
38:54.0,2.56792E+11,U1DD
38:57.4,2.56785E+11,T0LZ
39:19.3,2.56777E+11,U1DD
41:54.8,2.56777E+11,49DG
43:17.7,2.56703E+11,WLIW
46:18.5,2.56792E+11,80G0
46:47.3,2.56782E+11,DJGS
47:47.9,2.56791E+11,U1DD
51:01.0,2.56791E+11,80G0
51:04.0,2.56784E+11,3USE
53:23.2,2.56703E+11,WLIW
55:50.2,2.56703E+11,WLIW
56:05.7,2.56793E+11,U1DD
56:55.7,2.56703E+11,WLIW
58:49.8,2.56793E+11,80G0
00:33.9,2.56782E+11,U1DD
02:02.9,2.56703E+11,DJGS
03:38.0,2.56782E+11,80G0
06:08.5,2.56797E+11,U1DD
08:37.5,2.56705E+11,WLIW
08:49.6,2.56703E+11,WLIW
09:28.7,2.56705E+11,80G0
09:31.1,2.56751E+11,U1DD
09:37.0,2.56788E+11,WLIW
11:31.2,2.56786E+11,DJGS
13:00.5,2.56797E+11,80G0
13:53.0,2.56788E+11,80G0
14:39.4,2.56751E+11,80G0
16:24.0,2.56701E+11,U1DD
18:01.2,2.56703E+11,WLIW
18:18.6,2.56701E+11,80G0
18:33.2,2.56701E+11,U1DD
19:50.5,2.56701E+11,WLIW
20:10.4,2.56774E+11,U1DD
25:07.3,2.56771E+11,80G0
37:28.2,2.56701E+11,WLIW
37:29.3,2.56703E+11,2F3O
38:50.5,2.56776E+11,80G0
39:46.0,2.56774E+11,WLIW
41:06.2,2.56776E+11,WLIW
42:22.0,2.56703E+11,5YR6
45:55.4,2.56774E+11,80G0
47:11.0,2.56772E+11,U1DD
50:48.2,2.56774E+11,80G0
54:50.1,2.56701E+11,WLIW
57:26.7,2.56701E+11,WLIW
00:57.5,2.56785E+11,WLIW
01:43.4,2.56701E+11,WLIW
03:18.6,2.56701E+11,WLIW
03:25.6,2.56789E+11,7IPS
03:57.1,2.56701E+11,WLIW
04:42.2,2.56701E+11,WLIW
05:59.3,2.56701E+11,WLIW
06:32.2,2.56776E+11,WLIW
07:53.7,2.56701E+11,T0LZ
08:31.5,2.56701E+11,WLIW
09:33.6,2.56706E+11,U1DD
11:33.4,2.56706E+11,80G0
11:47.8,2.56705E+11,49DG
14:07.6,2.56778E+11,U1DD
16:13.0,2.56778E+11,80G0
17:34.6,2.56752E+11,U1DD
20:09.1,2.56752E+11,80G0
23:17.0,2.56793E+11,U1DD
23:54.8,2.56778E+11,U1DD
24:31.0,2.56E+11,U1DD
25:10.3,2.56787E+11,U1DD
26:20.8,2.56793E+11,80G0
26:59.0,2.56787E+11,80G0
27:00.5,2.56778E+11,WLIW
29:26.2,2.56782E+11,U1DD
33:19.7,2.56701E+11,WLIW
33:56.2,2.56701E+11,WLIW
34:46.5,2.56758E+11,WLIW
35:47.8,2.56701E+11,WLIW
37:09.8,2.56781E+11,U1DD
37:15.6,2.56703E+11,U1DD
46:10.1,2.56756E+11,WLIW
46:25.4,2.56703E+11,DJGS
50:29.2,2.56701E+11,WLIW
53:06.6,2.56753E+11,80G0
53:20.3,2.56705E+11,80G0
53:21.9,2.56705E+11,80G0
53:22.1,2.56705E+11,WLIW
53:22.3,2.56705E+11,WLIW
53:22.7,2.56705E+11,WLIW
54:53.6,2.56776E+11,DJGS
56:24.2,2.56701E+11,80G0
57:29.3,2.56701E+11,WLIW
57:54.3,2.56758E+11,U1DD
01:25.6,2.56758E+11,80G0
02:06.3,2.56777E+11,WLIW
03:04.2,2.56785E+11,WLIW
04:21.2,2.56701E+11,WLIW
15:02.8,2.56785E+11,WLIW
16:10.2,2.56758E+11,U1DD
18:21.7,2.56758E+11,WLIW
19:00.7,2.56758E+11,WLIW
19:40.2,2.56703E+11,WLIW
19:52.4,2.56787E+11,T0LZ
23:07.3,2.56773E+11,DJGS
25:08.0,2.56752E+11,U1DD
29:42.5,2.56778E+11,WLIW
29:45.5,2.56701E+11,WLIW
30:31.1,2.56775E+11,80G0
30:58.2,2.56701E+11,80G0
32:25.4,2.56753E+11,WLIW
32:32.0,2.56773E+11,WLIW
32:48.6,2.56782E+11,WLIW
33:13.9,2.56701E+11,80G0
34:12.6,2.56753E+11,WLIW
35:22.1,2.56756E+11,U1DD
36:40.8,2.56772E+11,U1DD
37:15.3,2.56705E+11,WLIW
37:46.3,2.56705E+11,U1DD
38:26.8,2.56772E+11,WLIW
38:36.8,2.56781E+11,U1DD
39:18.8,2.56753E+11,U1DD
39:48.0,2.56705E+11,WLIW
41:01.4,2.56753E+11,WLIW
43:00.1,2.56757E+11,WLIW
43:49.2,2.56701E+11,WLIW
46:15.3,2.56788E+11,DJGS
46:33.5,2.56756E+11,WLIW
47:41.2,2.56701E+11,WLIW
48:02.3,2.56759E+11,0ZFO
50:05.2,2.56701E+11,WLIW
50:41.0,2.56782E+11,T0LZ
51:55.6,2.56755E+11,WLIW
56:04.8,2.56756E+11,WLIW
57:23.8,2.56755E+11,80G0
01:25.0,2.56701E+11,WLIW
01:33.0,2.56706E+11,80G0
04:47.7,2.56756E+11,WLIW
07:53.4,2.56702E+11,WLIW
08:56.0,2.56702E+11,WLIW
08:56.8,2.56701E+11,T0LZ
10:15.0,2.56702E+11,U1DD
11:23.4,2.567E+11,WLIW
13:48.3,2.56781E+11,WLIW
15:11.1,2.56772E+11,DJGS
17:09.2,2.56701E+11,WLIW
20:09.8,2.56774E+11,3USE
21:29.6,2.56776E+11,U1DD
22:53.5,2.56776E+11,WLIW
22:55.7,2.56774E+11,3USE
23:27.3,2.56772E+11,DJGS
24:00.6,2.56705E+11,U1DD
25:21.8,2.56705E+11,80G0
26:02.6,2.56701E+11,WLIW
26:42.7,2.56773E+11,80G0
26:55.8,2.56701E+11,WLIW
28:15.1,2.56705E+11,3USE
29:54.7,2.56772E+11,DJGS
34:37.6,2.56771E+11,WLIW
38:54.6,2.5678E+11,T0LZ
47:26.2,2.56773E+11,U1DD
49:46.4,2.56771E+11,WLIW
50:26.6,2.56777E+11,U1DD
52:47.5,2.56777E+11,80G0
54:25.2,2.56774E+11,WLIW
55:39.2,2.56701E+11,WLIW
56:17.6,2.56701E+11,WLIW
58:51.6,2.56788E+11,U1DD
59:09.5,2.56774E+11,80G0
00:15.6,2.56774E+11,WLIW
01:00.6,2.56788E+11,80G0
01:28.9,2.56755E+11,WLIW
01:46.0,2.56779E+11,DJGS
02:37.7,2.56701E+11,U1DD
02:42.8,2.56773E+11,WLIW
05:09.2,2.567E+11,U1DD
07:58.8,2.567E+11,80G0
09:58.7,2.56782E+11,80G0
10:20.9,2.56751E+11,U1DD
12:09.7,2.56751E+11,80G0
13:03.4,2.5678E+11,DJGS
13:42.5,2.56706E+11,80G0
14:04.2,2.56704E+11,U1DD
15:43.3,2.56782E+11,U1DD
18:26.4,2.56704E+11,80G0
19:21.1,2.56701E+11,WLIW
19:26.4,2.56782E+11,80G0
20:36.9,2.56784E+11,3USE
22:01.2,2.56772E+11,U1DD
22:22.7,2.56786E+11,6Q4Z
22:30.6,2.56755E+11,WLIW
24:17.8,2.56772E+11,80G0
24:23.7,2.56701E+11,WLIW
25:34.4,2.56701E+11,T0LZ
26:09.9,2.56783E+11,WLIW
27:37.5,2.56701E+11,WLIW
28:27.9,2.56701E+11,WLIW
29:21.4,2.56783E+11,U1DD
30:59.6,2.56755E+11,U1DD
